citta,nome,amenity,cuisine,indirizzo,telefono,sito,email_osm,email_sito
bologna,Oriente,restaurant,chinese,"Via Ferrarese 195, 40128 Bologna",+39 051 377552,https://ristorantecineseoriente.business.site/,,
bologna,Pizzeria Persicetana,restaurant,pizza,Bologna,+39 3273355611;+39 3279179034,,,
bologna,Pizzeria Sangiò,restaurant,pizza,"Via Guardia Nazionale 22, 40017 San Giovanni in Persiceto",+39 051 9596406,,,
bologna,Il Triangolo,restaurant,pizza,Bologna,,,,
bologna,"Tamburini ""Velocibò""",restaurant,,"Via Caprarie 1, 40124 Bologna",+39 051234726,https://www.tamburini.com,,
bologna,Pizzeria Pub Imperiale,restaurant,italian,"Via Imperiale 2, 44011 Argenta",+39 0532 857853,https://www.facebook.com/paolimper/,,
bologna,Intercenter,restaurant,pizza,Bologna,,,,
bologna,La Rustica,restaurant,pizza,"Via Calabria 6a, 40139 Bologna",+39 051 544405,,,
bologna,Osteria a Modo Mio,restaurant,,"Via Galliera 115, 40050 Funo di Argelato",+390513168533,https://www.osteriaamodomio.it/,,
bologna,Barone Rosso,restaurant,burger;italian;regional,"Via Montirone 4, 40019 Sant'Agata Bolognese",+39 051 950101,http://www.baronerossobirreria.it/,,
bologna,Una Sushi,restaurant,sushi,Bologna,,,,
bologna,La Lumira,restaurant,pizza,Bologna,,,,
bologna,Bella Cina,restaurant,chinese,Bologna,,,,
bologna,Trattoria Anna,restaurant,,Bologna,,,,
bologna,Osteria 900,restaurant,,Bologna,,,,
bologna,Osteria del Vicolo Nuovo,restaurant,slow_food;regional;italian,"Piazza Giovanni Codronchi Argeli 6, 40026 Imola",+39 0542 32552,https://www.vicolonuovo.it/,info@vicolonuovo.it,
bologna,Trattoria Meloncello,restaurant,regional,"Via Saragozza 240a, 40134 Bologna",+39 051 6143947,http://www.trattoriameloncello.it,meloncello@hotmail.it,
bologna,Da Nico il pugliese,restaurant,pizza,"Via Andrea Costa 21/a,  Bologna",,,,
bologna,Trattoria Palesio,restaurant,,"Via Montecalderaro 14,  Palesio",,,,
bologna,SPAN Pizzeria,restaurant,,"Via Giuseppe Massarenti 91,  Bologna",+39 051 284 0081,,,
bologna,Serghei,restaurant,regional,"Via Piella 12, 40126 Bologna",,,,
bologna,Amerigo,restaurant,regional,"Via Guglielmo Marconi 14-16, 40053 Valsamoggia",+39 051 6708326,https://amerigo1934.it,info@amerigo1934.it,
bologna,Antica Hostaria della Rocca di Badolo,restaurant,,Bologna,,,,
bologna,Lampadina,restaurant,regional;pizza;italian,"Via Augusto Murri 207a, 40137 Bologna",,,,
bologna,Trattoria La Bicocca,restaurant,,"Via Carseggio 12,  Bologna",,,,
bologna,Amici miei,restaurant,italian;pizza;regional,"Via Emilia Levante 23, 40026 Bologna",+39 0542 609174,https://amici-miei.it,,
bologna,La Bettola,restaurant,,"Via Porrettana 423, 40037 Sasso Marconi",,,,
bologna,Haiku,restaurant,japanese,Bologna,,,,
bologna,I laghetti del Rosario,restaurant,,Bologna,,,,
bologna,Il Brigante,restaurant,italian_pizza,"Via Lunga 1, 40011 Anzola dell'Emilia",+39 051 732226,,,
bologna,Antica trattoria da Sandro al Navile,restaurant,regional;italian,Bologna,,,,
bologna,Osteria del Piolo,restaurant,italian,"Via Appia 80, 40026 Imola",,,,
bologna,Trattoria La Bassa,restaurant,italian,Bologna,+39 051 733150,,,
bologna,La locanda di Montecatone,restaurant,,Bologna,,https://www.lalocandadimontecatone.it/ristorante/,,
bologna,Trattoria La Lanterna,restaurant,regional;buschenschank,"Via Cà dei Santoni;Via degli Dei 145;65, 40048 San Benedetto Val di Sambro",+39 053498203,,,
bologna,Food Court,restaurant,italian,Bologna,,,,
bologna,Torre di Jano,restaurant,italian,Bologna,,http://www.torredijano.it/ristorante,,
bologna,Bononia University Restaurant,restaurant,italian,Bologna,,https://www.er-go.it/index.php?id=5821,,
bologna,Le Quattro Stagioni,restaurant,regional,"Via Provanone 9097,  Bologna",+39 051 684 2465,,,
bologna,Carlo's,restaurant,pizza;seafood;regional,Bologna,,,,
bologna,Puyuma,restaurant,asian,"Via Don Luigi Sturzo 45f,  Bologna",,,,
bologna,Trattoria Gianni,restaurant,regional,"Via Clavature 18,  Bologna",+39 051 229434,,,
bologna,Miyabi,restaurant,japanese;chinese;oriental,"Via Andrea Costa 157/2, 40134 Bologna",+390516142311,,,
bologna,Ristorante Pizzeria Due Lune,restaurant,italian;pizza,Bologna,+39 051 567569,,,
bologna,Agriturismo Le Ginestre,restaurant,,Bologna,,,,
bologna,Antica trattoria Golfieri,restaurant,regional,Bologna,,,,
bologna,Trattoria dei cacciatori,restaurant,regional,Bologna,,,,
bologna,Trattoria Venturoli,restaurant,regional,Bologna,,,,
bologna,trattoria guidotti,restaurant,regional,"Via Medelana 16,  Marzabotto",,,,
bologna,Le Volpi,restaurant,italian;pizza,"Via delle Fonti 29, 40128 Bologna",+39 051 703484,,,
bologna,Laghetti Sampei,restaurant,regional,Bologna,,,,
bologna,Old Wild West,restaurant,american,Bologna,,,,
bologna,Agriturismo il Rulletto,restaurant,,Bologna,,,,
bologna,Nuova Epoca,restaurant,pizza,"Via Centotrecento 1,  Bologna",,,,
bologna,Ciaokebab,restaurant,kebab,"Via Centotrecento 24, 40126 Bologna",,https://ciaokebab.com/,info@ciaokebab.it,
bologna,Osteria dei Sani,restaurant,regional,"Via Porrettana 324, 40037 Sasso Marconi",+39 051 6751866,,osteria.dei.sani.le.cere@alice.it,
bologna,Pizzeria Al Castello,restaurant,pizza,"Via Enrico De Nicola 1, 40132 Bologna",051 563245,,,
bologna,Cavallino Bianco,restaurant,,Bologna,,,,
bologna,La Taiadela,restaurant,,"Via Longarola 25, 40010 Sala Bolognese",+39 340 2515364,,,
bologna,Ristorante Pizzeria L'Ideale,restaurant,pizza;regional,Bologna,,,,
bologna,Ristorante da Gilberto,restaurant,,"SP62 , 40035 Bologna",,,,
bologna,Ristorante Antica Ricetta,restaurant,regional,Bologna,,,,
bologna,La Sterlina,restaurant,italian,Bologna,+39 0542 55030,,,
bologna,Grotta Azzurra,restaurant,pizza,"Via di Corticella 125, 40128 Bologna",+39 051 358181,,,
bologna,Osteria del Melo,restaurant,,Bologna,,,,
bologna,Antica Osteria dei Casoni,restaurant,,Bologna,,,,
bologna,Locanda Pincelli,restaurant,,"via Selva 52,  Selva Malvezzi",+390516907003,https://www.locandapincelli.it/,,
bologna,Taverna Del Marchese,restaurant,,Bologna,,,,
bologna,Osteria dei Fabbri,restaurant,,Bologna,,,,
bologna,Ristorante Bar Al Tiro,restaurant,,Bologna,,,,
bologna,Ristorante Golinelli,restaurant,,Bologna,,,,
bologna,Conca D'oro,restaurant,,Bologna,,,,
bologna,Il Desiderio,restaurant,fish;pizza,"Via Marco Emilio Lepido 193, 40132 Bologna",+39 051 6414207,http://www.ristoranteildesiderio.it/,,
bologna,Ristorante Pizzeria Me Gusta,restaurant,italian,"Via San Felice 165d,  Bologna",+39 051 552111,,,
bologna,Lambrusco - Crescentine e Tigelle,restaurant,regional,"Via Ferruccio Garavaglia 5, 40127 Bologna",,https://lambruscobologna.it/,,
bologna,Piccolo Cowboy,restaurant,italian;pizza,Bologna,,,,
bologna,Taverna Al monastero,restaurant,italian,"Via Tizzano 44, 40033 Casalecchio di Reno",+39 051 592234,http://www.tavernaalmonastero.com/,,
bologna,Bersagliere,restaurant,regional;pizza,"Via Guglielmo Marconi 94, 40033 Casalecchio di Reno",+39 051 571276,,,
bologna,Trattoria Le Stelle,restaurant,regional,Bologna,,,,
bologna,Pizzeria il Ghiottone,restaurant,pizza,Bologna,,,,
bologna,Locanda Smeraldi,restaurant,regional,"via San Marina 47, 40010 Bentivoglio",+39051891014,https://www.coopsocialeanima.it/locanda-smeraldi/,,
bologna,La Traviata,restaurant,italian,Bologna,,http://www.ristorantelatraviata.it/,,
bologna,Trattoria Casa Buia,restaurant,,"Via dell'Arcoveggio 138/2, 40129 Bologna",+39 051 320089,,,
bologna,Ristorante Pars,restaurant,persian,"Via Pietro Lianori 16, 40128 Bologna",+39 051 4982302,,,
bologna,La Pantera Rosa,restaurant,pizza,"Via Francesco Zanardi 189a, 40131 Bologna",+39 051 6341538,www.pizzeriapanterarosa.it,,
bologna,La Rosa Blu,restaurant,,"Via Giulio II 3, 40128 Bologna",,,,
bologna,Pizzeria Bianco Farina,restaurant,pizza,"Via Domenico Zampieri 36b, 40129 Bologna",,,,
bologna,La Nuova Fraschetta,restaurant,,"Via Aristotile Fioravanti 53, 40129 Bologna",,,,
bologna,2 cuoche 1 cucina,restaurant,pasta;regional,"Via Giovanni Francesco Barbieri 56, 40129 Bologna",+39 0516310696,,donatella.priore@alice.it,
bologna,Ristorante Africano Adal,restaurant,,"Via Giorgio Vasari 7, 40128 Bologna",,,,
bologna,Trattoria di Via Serra,restaurant,italian,"Via Luigi Serra 9, 40129 Bologna",+39 051 6312330,https://www.trattoriadiviaserra.it/,,
bologna,Polpette e Crescentine,restaurant,,"Via dei Fornaciai 9/3, 40129 Bologna",+39 051 418 0424,https://www.polpetteecrescentine.com/,polpette@polpetteecrescentine.com,
bologna,Sapori Di Aleppo Cucina Siriana,restaurant,,"Via Giuseppe Tartini 2, 40127 Bologna",+39 338 952 9446,,,
bologna,Antica Trattoria Spiga,restaurant,regional,"Via Broccaindosso 19;21a, 40125 Bologna",,http://spiga.bo.it,,
bologna,Trattoria dal Biassanot,restaurant,regional;italian,"Via Piella 16a, 40126 Bologna",+39 051 230644,http://www.dalbiassanot.it/,,
bologna,Le Moline,restaurant,regional;italian;coffee_shop,"Via delle Moline 2f, 40126 Bologna",+39 051 316 9389,https://www.lemoline.it/,booking@lemoline.it,
bologna,Gilbert - Boulangerie Lunch Apéritif,restaurant,,"Via Marsala 25a, 40126 Bologna",,,,
bologna,Certo!,restaurant,pizza,"Via Marsala 35, 40126 Bologna",,https://certo.pizza,,
bologna,Trattoria La Sosta,restaurant,regional,"Via Due Madonne 55, 40138 Bologna",+39 051 531116,,,
bologna,Gusto Chengdu,restaurant,chinese,"Via dei Giudei 6f, 40126 Bologna",+39 0510560510,https://gustochengdu.com/,gustochengdu@gmail.com,
bologna,Haveli,restaurant,indian,"Via Giuseppe Massarenti 77, 40138 Bologna",+39 051 411 5284,,,
bologna,Quaranta100 Arno,restaurant,,"Via Arno 1, 40139 Bologna",+39 051 545054,,,
bologna,Il Marinaio,restaurant,,"Via Toscana 163, 40141 Bologna",+39051474663,,,
bologna,Osteria De’ Poeti,restaurant,,"Via De' Poeti 1, 40124 Bologna",,,,
bologna,DeGusto Coop,restaurant,,"Via Clavature 10/2, 40124 Bologna",,,,
bologna,caffe tabacci,restaurant,,"Via degli Orefici 13, 40124 Bologna",,,,
bologna,Re Sole Bistrot,restaurant,,"Via San Mamolo 14, 40136 Bologna",,,,
bologna,Sette tavoli,restaurant,,"Via Cartoleria 15, 40124 Bologna",,https://www.settetavoli.it/,,
bologna,Al Sangiovese,restaurant,mediterranean;italian,"Vicolo del Falcone 2, 40124 Bologna",,,,
bologna,Trattoria Trebbi,restaurant,,"Via Solferino 40, 40124 Bologna",,,,
bologna,Osteria della Lanterna,restaurant,regional,"Via Savenella 9a, 40124 Bologna",+39 051 0495238,http://www.osteriadellalanterna.it/,,
bologna,L'India,restaurant,indian,"Via Nazario Sauro 14/a, 40121 Bologna",+39 051 271095,https://www.indiaristorante.it,,
bologna,Trattoria Collegio di Spagna,restaurant,,"Via Collegio di Spagna 15, 40123 Bologna",,,,
bologna,Rosteria Luciano,restaurant,italian;regional,"Via Nazario Sauro 19, 40121 Bologna",+39 051 231 249,https://www.rosterialucianobologna.it/,,
bologna,La Posta,restaurant,,"Via della Grada 21, 40122 Bologna",,,,
bologna,Noi,restaurant,regional,"Via San Gervasio 3, 40121 Bologna",+39 051 235214,https://noi.cantinabentivoglio.it/,noi@cantinabentivoglio.it,
bologna,La Bella Napoli D'Amore,restaurant,pizza,"Via San Felice 40, 40122 Bologna",+39 051 555163,https://www.labellanapoli.it/,,
bologna,L'Orsetto d'Abruzzo,restaurant,,"Via Pietralata 42, 40122 Bologna",+39 051 4115323,https://www.lorsettodabruzzo.com/,,
bologna,Trattoria Da Me,restaurant,,"Via San Felice 50, 40122 Bologna",,https://www.trattoriadame.it/,,
bologna,Mozzabella,restaurant,pizza,"Via del Pratello 65, 40122 Bologna",+39 051 550506,,,
bologna,La Pizzeria del Barazzo,restaurant,pizza,"Via del Pratello 66/b, 40122 Bologna",,,,
bologna,Il Pescatore,restaurant,,"Via Aurelio Saffi 8, 40131 Bologna",+39 051 266057,,,
bologna,Pizzeria Nino,restaurant,italian_pizza;italian,"Via Volturno 9/c, 40121 Bologna",,http://ristoranteninobologna.it,,
bologna,Agriturismo le Rondini,restaurant,,"Via delle Serre 2, 40132 Bologna",+39 051 641 5585,https://www.agrilerondini.it/,,
bologna,Pizzeria Dall'Ospite,restaurant,,"Via Emilia Ponente 242, 40132 Bologna",+39 051 381769,https://www.facebook.com/people/Pizzeria-Trattoria-Dallospite/100063576581994/,,
bologna,Pizzeria Super Pizza,restaurant,,"Via della Salute 3d, 40132 Bologna",+39 051 400318,https://www.facebook.com/Superpizza-pizzeria-dasporto-1552441515012868/?utm_source=restaurantguru&utm_medium=referral,,
bologna,Ristorante Sotto l'Arco,restaurant,,"Via Aretusi 5, 40132 Bologna",+39 0516199848,https://www.villa-aretusi.it/contatti/,,
bologna,Izumi Asian Fusion,restaurant,japanese;asian,"Via Emilia Ponente 76/a, 40133 Bologna",+39 051310960,,,
bologna,CIM - La Taverna del Castoro,restaurant,,"Via Don Giulio Salmi 9, 40132 Bologna",,,,
bologna,Querceto,restaurant,pizza,"Via Idice 337/1,  Monterenzio",+39 051 1998 7612,,,
bologna,Pizzeria 2000,restaurant,,Bologna,,,,
bologna,Pizzeria La Torretta,restaurant,pizza,Bologna,,,,
bologna,Trattoria della Selva,restaurant,,Bologna,,,,
bologna,Rifugio Rioletta,restaurant,,Bologna,,,,
bologna,Donna Sofì,restaurant,italian;fish;pizza,"Via Nino Bixio 20/5, 40033 Casalecchio di Reno",+39 051 571063,http://www.pizzeriadonnasofi.com/,,
bologna,Vecchia Bologna,restaurant,,Bologna,,,,
bologna,Pizzeria Dai Ragazzi,restaurant,pizza,"Via Porrettana 158/4, 40135 Bologna",+39 051 614 6884,,,
bologna,Ristorante Cinese Il Mandarino,restaurant,chinese,"Via Carlo Jussi 90, 40068 Bologna",,,,
bologna,Il Delfino,restaurant,pizza,"Via Porrettana 445, 40033 Casalecchio di Reno",+39 051 578720,,,
bologna,Il Portichetto,restaurant,,"Via Mentana 17,  Bologna",+39 051 801952,,,
bologna,Il Tinello,restaurant,italian,Bologna,,,,
bologna,I Matti Anni 30,restaurant,bruschetta;piadina,"Via Valsellustra 77,  Dozza",,http://www.imattianni30.it,,
bologna,Ristorante Valsellustra,restaurant,,"Via Valsellustra 16, 40020 Casalfiumanese",,,,
bologna,Ritorante Le Bistrot,restaurant,,Bologna,,,,
bologna,Doppio Malto,restaurant,burger;italian;steak_house,"Via Malsicura 1,  Bologna",+39 0542 730197,https://www.doppiomalto.com/it/ristoranti/imola/,info@doppiomalto.com,
bologna,Andy & Flò,restaurant,italian,"Via Lughese 24a, 40026 Imola",+39 0542 640109,http://www.andyeflo.it/,,
bologna,Europizza,restaurant,italian,"V. NARDI 3/J ,  Bologna",,http://www.europizza-ozzano.it,,
bologna,Agriturismo Ristorante Guidotti - Malcantone,restaurant,regional,"Via Silvio Venturi 8,  Monte San Pietro",,http://www.malcantoneguidottivini.it/agriturismo/,,
bologna,Da Thiago a Mare,restaurant,,"Via Giovanni Amendola 8/2,  Bologna",,,,
bologna,Il Fienile,restaurant,,Bologna,,,,
bologna,Agriturismo Il Murello,restaurant,regional,"Via Fiorentina 3780, 40059 Medicina",+39 051 6962054,,,
bologna,Ex Trattoria Ganzole,restaurant,local;italian,"Via Ganzole 8, 40037 Bologna",+39 051 841539,,,
bologna,Ristorante Sillaro,restaurant,international,"Via Sillaro 27,  Bologna",,https://www.villaggiodellasalutepiu.it/it/ristorante-sillaro/,,
bologna,I Sapori di Aleppo,restaurant,oriental,Bologna,,,,
bologna,Osteria dell'Orsa,restaurant,regional,"Via Mentana 1f, 40126 Bologna",+39 051231576,http://www.osteriadellorsa.com/,,
bologna,Trattoria Aurora,restaurant,,"Via Sillaro 35,  Bologna",,,,
bologna,Agriturismo La Martina,restaurant,,"Via La Martina 41, 40063 Monghidoro",,,,
bologna,Acquasala,restaurant,fish;italian,"Via Porrettana 245, 40037 Sasso Marconi",+39 051 846263,,,
bologna,Vivanderia Note e Aromi,restaurant,,"Piazzale Vittime del lager nazisti 5, 40026 Bologna",,https://vivanderia-note-e-aromi.it/,,
bologna,Alce Nero,restaurant,,"Via Giuseppe Petroni 9c, 40126 Bologna",,,,
bologna,trattoria venturoli,restaurant,regional,Bologna,,,,
bologna,Piadineria SoleLuna,restaurant,italian,"Via Muzza Spadetta 2, 40053 Bazzano",+39051831495,,,
bologna,Ristorante pizzeria Derby,restaurant,pizza,"Viale Guglielmo Marconi 121, 40026 Bologna",,,,
bologna,Scegli Te,restaurant,pizza;regional;italian,"Via Alfredo Xella 2, 40026 Bologna",+39 327 140 7288,,,
bologna,Miseria,restaurant,regional,Bologna,,,,
bologna,Singapore Asian Fusion,restaurant,asian,"Via Marsala 17, 40126 Bologna",,,,
bologna,Il Campanaccio,restaurant,pizza,Bologna,,http://ilcampanaccioimola.it/,,
bologna,Ca' Do',restaurant,pizza;italian;regional,"Via Case di Dozza 21, 40026 Imola",,https://www.pizzeriacado.it/,,
bologna,…da noi… Osteria e vini,restaurant,regional,Bologna,,,,
bologna,Osteria Callegherie,restaurant,italian,"Via Callegherie 13,  Bologna",,https://www.callegherie.it/,,
bologna,Milana,restaurant,pizza;italian,"Via della Milana 21,  Bologna",+39 0542 42200,,,
bologna,Ristorante Pizzeria D'Azeglio,restaurant,italian;pizza;regional,"Via Massimo D'Azeglio 66, 40026 Imola",+39054229412,,,
bologna,La Masseria,restaurant,regional,Bologna,,,,
bologna,La scuderia,restaurant,regional;italian;pasta,"Via Venti Settembre 53, 40060 Dozza",+39 0542 678103,https://lascuderiadozza.it/,info@lascuderiadozza.it,
bologna,Ristorante Antica Trattoria Del Mulino,restaurant,regional,Bologna,+39 051 692 5119,https://www.trattoriadelmulino.it/,,
bologna,Osteria bar da Patrizia,restaurant,regional,"Via Emilia Ponente 32, 40026 Imola",,,,
bologna,Ristorante pizzeria Il Faro,restaurant,pizza,Bologna,,,,
bologna,Ristorante Reginella,restaurant,pizza;pasta;local;regional,"Via dell'Arcoveggio 50, 40129 Bologna",,,,
bologna,Trattoria Mariposa,restaurant,regional,"Via Bertiera 12, 40121 Bologna",+39 051 225656,,,
bologna,Osteria La Buca del Pallone,restaurant,,Bologna,,,,
bologna,Sapori,restaurant,italian,"Via G. di Vittorio 6, 40038 Tolè",,,,
bologna,La Lanterna,restaurant,pizza,"Via Giuseppe Mazzini 21, 40026 Imola",,,,
bologna,Albergo Stella,restaurant,italian,"Via Papa Giovanni XXIII 69, 40038 Tolè",,,,
bologna,L'Officina del Gusto,restaurant,regional,"Via Catalani 4, 40017 San Giovanni in Persiceto",+39 051 822139,https://www.guidottiofficinadelgusto.com/,,
bologna,Agriturismo Isola del Sasso,restaurant,regional;italian,"Via Gamberi 50, 40037 Sasso Marconi",+39 051 6751646,http://www.isoladelsasso.it,info@isoladelsasso.it,
bologna,Pizzeria Al mulino,restaurant,pizza,"Via Augusto Romagnoli 11b, 40137 Bologna",+39 051 445 2035,,,
bologna,Il Rovescio,restaurant,italian,"Via Pietralata 75a, 40122 Bologna",+39 051 523545,https://www.rovescio.it/,,
bologna,Cantina Bentivoglio,restaurant,italian;regional,"Via Mascarella 4b, 40126 Bologna",+39 051 265416,https://www.cantinabentivoglio.it,,
bologna,Pizzeria Il Sellaio,restaurant,pizza,"Via San Donato 31, 40127 Bologna",+39 051 241309,https://www.pizzeriailsellaio.com/,ilsellaio@icloud.com,
bologna,Bergamini,restaurant,,Bologna,,,,
bologna,Osteria del Teatro,restaurant,regional,"Via Fratelli Bartolini 1, 40026 Imola",,,,
bologna,Trattoria Grano,restaurant,,"Via venti Settembre 17, 40026 Imola",,,,
bologna,Mezcal,restaurant,mexican,"Piazza Antonio Gramsci 13, 40026 Imola",+39 0542 27320,http://www.mezcalimola.it/,info@mezcalimola.it,
bologna,La voglia matta,restaurant,pizza,"Viale Aurelio Saffi 73b, 40026 Imola",,,,
bologna,Nur Jahan,restaurant,indian,"Via Goffredo Mameli 5, 40026 Imola",,,,
bologna,San Domenico,restaurant,,"Via Gaspare Sacchi 1,  Bologna",,https://www.sandomenico.it/,,
bologna,Spanizzo,restaurant,pizza;italian;pasta,"Via Quaini 15, 40026 Imola",+39 0542 22720,,,
bologna,C'entro,restaurant,,Bologna,,,,
bologna,Mangiafuoco,restaurant,pizza,"Via Guelfa ,  Bologna",,,,
bologna,Torre Prendiparte,restaurant,italian,"Piazzetta Prendiparte 5, 40126 Bologna",,http://www.prendiparte.it/index.php?lang=it,,
bologna,Antico Tre Monti,restaurant,,Bologna,,,,
bologna,Pizzeria Due Forni,restaurant,pizza,Bologna,,,,
bologna,Hong Kong,restaurant,chinese,"Via Francesco Zanardi 16, 40131 Bologna",,,,
bologna,Umami,restaurant,chinese,"Via Francesco Zanardi 14, 40131 Bologna",+39 051 551679,https://www.ristorantegiapponeseumami.it,,
bologna,Sagami,restaurant,ramen,"Viale Pietro Pietramellara 4b, 40131 Bologna",+39 051 9990382,https://sagami.it/locali/sagami-bologna-porta-lame/,,
bologna,Ristorante Greco Delogo,restaurant,greek,"Via Giovanna Zaccherini Alvisi 19f, 40138 Bologna",+39 051 245734,,,
bologna,I Tramp's,restaurant,italian,"Via Sante Vincenzi 4c, 40138 Bologna",+39 051 392901,http://www.barpizzeriaristoranteitramps.it/,,
bologna,Masetti,restaurant,,Bologna,,,,
bologna,Lab 16,restaurant,regional,"Via Zamboni 12, 40125 Bologna",,,,
bologna,Cucchiaio D'Oro,restaurant,,"Via Giuseppe Petroni 6a, 40126 Bologna",,,,
bologna,Bakkalà,restaurant,,"Via Giuseppe Massarenti 90, 40138 Bologna",,,,
bologna,Hamerica's,restaurant,burger,"Via Zamboni 56, 40126 Bologna",+39 051 1998 4890,,,
bologna,Pizza Casa,restaurant,pizza;pasta;meat,"Via San Vitale 45a, 40125 Bologna",+39 051 266928;+39 051 261 1743;+39 051 199 80 262,https://website--7586962550740724104148-pizzatakeaway.business.site/,,
bologna,La Brace,restaurant,regional,"Via San Vitale 15e, 40125 Bologna",,,,
bologna,La Veranda,restaurant,regional,"Via Giuseppe Massarenti 20, 40138 Bologna",,,,
bologna,TuttiGusti Free-Flow,restaurant,,"Via dell'Arcoveggio 74/3c, 40129 Bologna",,www.big-break.it,,
bologna,Trattoria da Valerio,restaurant,regional,"Via Avesella 10a, 40121 Bologna",,https://www.trattoriavalerio.com/,,
bologna,La Stella di Lippo,restaurant,,"Via Papa Giovanni XXIII 1, 40012 Lippo",+39 051 725454,https://www.lastelladilippo.it/,,
bologna,"Emi - Ristorante, Pizzeria, Hotel",restaurant,,"Via Surrogazione Reno 45, 40012 Lippo",+39 051 725440,https://www.hotelemi.it/,,
bologna,Ristorante La Prada,restaurant,italian,Bologna,,,,
bologna,Osteria Clo' Filomena,restaurant,italian,Bologna,,,,
bologna,Ristorante Pizzeria San Bartolo,restaurant,italian,Bologna,,,,
