citta,nome,amenity,cuisine,indirizzo,telefono,sito,email_osm,email_sito
milano,Il Camino da Ugo,restaurant,italian;pizza;seafood,"Via Martiri di Cefalonia 21, 20097 San Donato Milanese",+39 025273354,https://www.ilcaminodaugo.it/,,
milano,Punto Pizza,fast_food,pizza,Milano,,,,
milano,Brand,restaurant,pizza,"Largo Riccardo Zandonai 3, 20145 Milano",,,,
milano,L'Angolo,restaurant,italian;pizza,"Viale Brianza 155,  Cinisello Balsamo",,,,
milano,Vulcano Milano dal 1966,restaurant,pizza;burger;meat,"Via Cesare Battisti 51, 20054 Segrate",+39 0238296502,https://vulcanomilano.com/villa-segrate/,,
milano,TK Kebap Pizza Grill,restaurant,pizza;kebab,"Viale Zara 23, 20159 Milano",,,,
milano,Pizzeria di Porta Garibaldi,restaurant,pizza,"Corso Como 6, 20154 Milano",,,,
milano,Pizzeria Casa Sorbillo,restaurant,pizza,"Piazza Venticinque Aprile 12, 20124 Milano",,,,
milano,Non Solo Pizza,restaurant,italian;pizza,"Via Vallazze 20, 20131 Milano",+39 02 70639268,nonsolopizzamilano.com,,
milano,Osteria del Canaletto,restaurant,italian;regional;burger;pizza;salad;dessert,"Via Casale 4, 20144 Milano",,https://ilcanaletto.com/,,
milano,A' Stazione,restaurant,italian_pizza,"Via Quattro Novembre 18, 20039 Canegrate",+39 0331 410845,,,
milano,Eolian,restaurant,pizza,Milano,,,,
milano,Rossopomodoro,restaurant,pizza;seafood,"Via Casale 7, 20144 Milano",+39 02 36597898,https://ristoranti.rossopomodoro.it/navigliograndemilano-283a40778d28,,
milano,Il Veliero,restaurant,pizza;italian,Milano,,,,
milano,The Kitchen Beer Restaurant,restaurant,pizza;coffee_shop;regional;burger;italian;chicken;steak_house;fish_and_chips;pasta;mediterranean,"Via Trento 1, 20010 Casorezzo",+39 02 90296186,https://www.thekitchenworld.it,info@thekitchen.it,
milano,La Pianta,restaurant,italian;pizza;seafood,Milano,,http://www.pizzerialapiantadiaffori.it/,,
milano,Buona Forchetta,restaurant,italian;pizza,"Via Casale 5, 20144 Milano",,,buonaforchettamilano@yahoo.it,
milano,Posto di Conversazione,restaurant,regional;pizza;dessert,"Alzaia Naviglio Grande 6, 20144 Milano",+39 02 91943999,https://osteriapostodiconversazione.it/,,
milano,Istanbul Ayasofya,fast_food,kebab;pizza;falafel,"Via Manfredo Camperio 17, 20121 Milano",+39 02 366 97 861,,,
milano,Pizza a pezzi,restaurant,pizza,"Via Gaspare Aselli 16, 20133 Milano",+39 02 70101543,,,
milano,Il Piccolo Padre,restaurant,pizza;italian,"Via Principe Eugenio 2, 20154 Milano",+39023494906,https://ilpiccolopadremilano.com/,adel.saad@hotmail.it,
milano,Pizzeria Ranch Roberta,restaurant,fish;italian;pizza,"Via Masaccio 18, 20149 Milano",+39 02 462306,https://www.ristoranteranchroberta.com/,ristoranch@yahoo.it,
milano,Gusto italiano,restaurant,pizza;italian,"Via Magenta 94, 20039 Canegrate",+39 0331 405152,http://www.gustoitalianocanegrate.it,info@gustoitalianocanegrate.it,
milano,Al muretto,restaurant,italian;pizza,"Via Zara 18, 20039 Canegrate",+39 0331 403215,,massimorendina@yahoo.it,
milano,Calafuria,restaurant,pizza,Milano,,,,
milano,Gradisca Pub,restaurant,pizza,"Via della Commenda ,  Milano",,,,
milano,Istanbul,fast_food,kebab;pizza,"Piazza Concordia 2, 20020 Busto Garolfo",,,,
milano,1940,restaurant,pizza,"Via Baggina 2, 20039 Canegrate",+39 0331 400652,,,
milano,Il punto giusto,restaurant,italian;italian_pizza,"Via Enrico Toti 24, 20039 Canegrate",,,,
milano,da Antonio,restaurant,italian;pizza,"Via Pietro Panzeri 1, 20019 Settimo Milanese",,,,
milano,Charlie Brown,restaurant,kebab;pizza,"Via Emilio Broglio 16, 20158 Milano",+39 02 39480915,,,
milano,Pizzeria San Marco,restaurant,pizza,Milano,,,,
milano,Fresco,restaurant,pizza,"Via Dante 16n03, 20121 Milano",,,info@viadante16.com,
milano,Alice,fast_food,pizza,"Via Torino 62, 20123 Milano",,https://www.alicepizza.it/store/alice-via-torino/,,
milano,Fresco & Cimmino,restaurant,pizza,"Via Ugo Foscolo 4, 20121 Milano",+39 02 97374869,https://www.frescocimmino.it/,info@frescoecimmino.it,
milano,Urbane Bakery,fast_food,pizza,"Corso San Gottardo 34, 20136 Milano",,,,
milano,Da Martino,restaurant,pizza;italian;regional,"Via Carlo Farini 8, 20154 Milano",+39 02 6554974,https://damartino1950.com/,,
milano,Da Franco,restaurant,pizza,"Via Carlo Farini 3, 20154 Milano",,,,
milano,Pizzeria La Maria,fast_food,pizza,"Via Maurizio Quadrio , 20154 Milano",,http://www.pizzerialamaria-milano.it/,,
milano,Visconti 22,restaurant,pizza;italian;fish;pasta;dessert;salad;italian_pizza,"Via Alessandro Visconti d'Aragona 22,  Milano",,,,
milano,Pizzeria Mare e Monti,restaurant,pizza,Milano,,,,
milano,Pizza Am San Donato,restaurant,pizza,20097 San Donato Milanese,+39 0284045478,https://www.pizzaamsandonato.it/,,
milano,Theorema,restaurant,pizza,Milano,,http://www.ristorantetheorema.com,,
milano,Pizza Max,restaurant,pizza,Milano,,,,
milano,Little Italy,restaurant,pizza;italian,Milano,,,,
milano,Pizzeria Spontini,restaurant,pizza,"Via Cenisio 37, 20154 Milano",+390234593686,http://www.pizzeriaspontini.it,,
milano,Rom'antica,fast_food,pizza,"Via Dante 7n05, 20123 Milano",,,,
milano,Da Luigi e Anna,restaurant,chinese;italian;pizza,"Via Balilla 32, 20136 Milano",+39 02 8940 6157,,,
milano,Pizzeria Superstar,fast_food,pizza,"Via Canaletto 15,  Milano",+39 02 7010 3236; +39 351 333 4179,,,
milano,Berberè,restaurant,pizza,"Via Sebenico 21, 20124 Milano",+39 02 36707820,https://www.berberepizza.it/#,,
milano,Pan per focaccia caffè,cafe,pizza;italian;sandwich;coffee_shop;breakfast;salad,"Piazza Indro Montanelli 44,  Milano",,,,
milano,Pizza AM,restaurant,italian_pizza,"Corso di Porta Romana 83,  Milano",+39 02 5510579,,,
milano,Giardino d'oro,restaurant,pizza;chinese,"Via Casoretto 9, 20131 Milano",+39 02 2619326,,,
milano,Manuelina,cafe,pizza,"Via Santa Radegonda 3,  Milano",,http://www.manuelinafocacceria.it/,,
milano,Pizzeria Belvedere - Mazzo di Rho,restaurant,pizza,"Via Tommaso Grossi 3, 20017 Rho",+390293906474,,,
milano,La Cantina,restaurant,pizza;steak_house;seafood,"Via Giuseppe Meda 31, 20136 Milano",+39 02 84893595,,,
milano,La Gravina,restaurant,pizza,"Via Giovanni Pezzotti 46, 20141 Milano",,,,
milano,Istanbul Kebap e Pizza,fast_food,kebab;pizza,"Via Alessandro Manzoni 58, 20039 Canegrate",,,,
milano,Il Tegamino,restaurant,pizza,"Via Matteo Maria Boiardo 4,  Milano",+39 02 28970925,http://www.iltegamino.it/,,
milano,Taglialà,fast_food,pizza,Milano,,https://www.tagliala.it/,,
milano,Da Claudio,restaurant,pizza,"Via Roma 19, 20060 Basiano",,,,
