citta,nome,amenity,cuisine,indirizzo,telefono,sito,email_osm,email_sito
roma,I Quattro Mori,restaurant,italian,"Via di Santa Maria alle Fornaci 8, 00165 Roma",,http://www.iquattromorihostaria.com/food-gallery.html,,
roma,Tuttifrutti,restaurant,,Roma,,,,
roma,Felice a Testaccio,restaurant,italian,"Via Mastro Giorgio 29, 00153 Roma",+39 06 574 6800,https://www.feliceatestaccio.com/,,
roma,il Condottiero,restaurant,italian,Roma,,https://www.hoteldegliimperatori.it/english/rome_restaurant.html,,
roma,Janta Fast Food,restaurant,indian,"Via Mamiani 5, 00185 Roma",,,,
roma,BioOsteria,restaurant,italian/organic,Roma,+39 06 8271545,https://casalepodererosa.org/alimentazione/bioost02.html,bioosteria@casalepodererosa.org,
roma,Zen fusion,restaurant,japanese,"Viale Eritrea 69,  Roma",,,,
roma,L'hostaria,restaurant,italian_pizza,"Via Tripolitania 82-90, 00199 Roma",+39 06 86208443,,,
roma,Taverna Abruzzese,restaurant,,"Via Migiurtinia 35, 00199 Roma",+39 06 86208577,https://www.tavernabruzzese.com,graziani.armando@tiscali.it,
roma,Pizzeria San Marino,restaurant,italian_pizza,Roma,,,,
roma,Antica Hostaria dei Ghiottoni,restaurant,regional,"Via Petritoli 9, 00138 Roma",+39 06 8813082,http://www.hostariadeighiottoni.it,,
roma,Tanto pe'...Magnà,restaurant,regional,"Via Giustino de Jacobis 9/15,  Roma",+39 06 51607422,https://www.trattoria-romana.it/,,
roma,li scalini de Marisa,restaurant,regional,Roma,,,,
roma,Mario al Tesoro,restaurant,,Roma,,,,
roma,Da Giggetto,restaurant,regional,"Via Portico d'Ottavia 21/A - 22, 00186 Roma",+39 06 6861105,https://www.giggetto.it/,,
roma,Pulcino pio,restaurant,italian;pizza,"Via Sarnano 4, 00156 Roma",+39 06 41219766,http://www.pizzeriaristorantepulcinopio.com/,,
roma,Qui se Magna,restaurant,regional,"Via del Pigneto 307a,  Roma",,,,
roma,Al Vino al Vino,restaurant,regional,Roma,,,,
roma,Taverna Romana,restaurant,regional,Roma,,,,
roma,Enoteca Cavour 313,restaurant,regional,"Via Cavour 313, 00184 Roma",+39 06 6785496,https://www.cavour313.it/,cavour313@libero.it,
roma,Cocomerino,restaurant,pizza;italian,"Viale Cortina d'Ampezzo 379, 00135 Roma",+39 06 35509478,http://www.ilcocomerino.it/,,
roma,La Rocca Già,restaurant,italian;pizza;regional,"Via Rezzato 180, 00166 Roma",+39 06 3093065,,,
roma,Re Grano,restaurant,pizza,Roma,+39 06 52372983,,,
roma,Arturo all'Antica Aurelia,restaurant,italian,Roma,,,,
roma,Osteria Pontesisto di Oliviero,restaurant,italian,"Via di Ponte Sisto 80, 00153 Roma",+39 06 5883411,,,
roma,Taverna Antonina,restaurant,italian,"Via della Colonna Antonina 48, 00186 Roma",+39 06 678 3717,http://www.tavernaantonina.it/,info@tavernaantonina.it,
roma,Osteria Corsetti 1921,restaurant,italian,Roma,,,,
roma,L'archetto II,restaurant,italian,"Via Agostino Bertani 5,  Roma",+39 06 5895236,,,
roma,Gran Caffe Martini & Rossi,restaurant,italian,Roma,,https://www.caffemartiniroma.com/,,
roma,Al Gladiatore,restaurant,italian,"Via Celio Vibenna 5,  Roma",+39 06 77209496,,,
roma,Royal art café,restaurant,italian,"Piazza del Colosseo 1, 00184 Roma",+390688805383,https://www.royalartcafe.it/,info@royalartcafe.it,
roma,Ristorante 4 Colonne,restaurant,italian,Roma,,,,
roma,Pani's,restaurant,italian,Roma,,,,
roma,Al postaccio,restaurant,pizza,"Via di Castel di Leva 250, 00134 Roma",,,,
roma,Ai Due Cedri,restaurant,,Roma,,,,
roma,Ristorante Pizzeria Dea di Roma,restaurant,italian;pizza,Roma,,,,
roma,Renato e Luisa,restaurant,italian,"Via dei Barbieri 25, 00186 Roma",+39 06 6869660,https://www.renatoeluisa.it/,,
roma,El dorado,restaurant,pizza,"Viale Gino Cervi 14, 00139 Roma",+39 06 87135271,,,
roma,Quelli… di Salvatore,restaurant,steak_house;pizza,"Largo Fratelli Lumiere 6/7, 00139 Roma",,,,
roma,L'Angolo Romano,restaurant,,Roma,+39 06 2440 7769,https://www.angoloromano.com/,,
roma,Carpe Diem,restaurant,pizza,"Via Renato Fucini 9, 00137 Roma",,,,
roma,Zio d'America,restaurant,,Roma,,https://www.loziodamerica.it/site/index2.html,,
roma,Bottega35,restaurant,pizza,Roma,,,,
roma,Qui nun se more mai,restaurant,regional,"Via Appia Antica 198,  Roma",,,,
roma,Da Gino,restaurant,regional,"Vicolo Rosini 4, 00186 Roma",+39 06 6873434,,,
roma,Ristorante Messicano,restaurant,mexican,"Corso del Rinascimento 38,  Roma",+39 06 4547 6475,,,
roma,La Torricella 2,restaurant,pizza;regional;italian;italian_pizza,"Circonvallazione Ostiense 192, 00154 Roma",+39 06 5134718,http://www.la-torricella.com/torricella2/,,
roma,Lunadue,restaurant,,Roma,,,,
roma,Micci,restaurant,italian;pizza,Roma,,,,
roma,La fonte del tramezzino,restaurant,italian,"Via Cesare Baronio 71,  Roma",,,,
roma,L'Idillio,restaurant,regional,"Via Augusto Dulceri 29, 00176 Roma",+39 06 297089,https://www.idillio.net/,trattorialidillio@libero.it,
roma,Feida,restaurant,chinese,"Via Vespasiano 54, 00192 Roma",+39 06 39725477,,,
roma,Dino e Toni,restaurant,italian,Roma,,,,
roma,Asian Delight,restaurant,asian;filipino;chinese,"Via Montebello 66, 00185 Roma",+39 06 49772798,,,
roma,Le Papere,restaurant,,"Via del Casale di San Basilio 213, 00156 Roma",+39 06 4120 5790,,info@ristorantelepapere.net,
roma,dal pallarolo 1936,restaurant,italian;italian_pizza,"Via di Ripetta 4/5, 00186 Roma",+39 06 321 2754; +39 06 361 0276,https://www.dalpollarolo1936.it/,info@dalpollarolo1936.it,
roma,La taverna del ghetto,restaurant,italian,"Via del Portico d'Ottavia 8, 00186 Roma",,http://www.latavernadelghetto.com,,
roma,Nonna Betta,restaurant,jewish;italian,"Via del Portico d'Ottavia 16, 00186 Roma",+39 06 68806263,https://www.nonnabetta.it/,scrivimi@nonnabetta.it,
roma,La Santeria,restaurant,fish,"Via del Pigneto 209, 00176 Roma",+39 06 64801606,https://www.lasanteria.it/,lasanteriaroma@gmail.com,
roma,Hostaria Mimì e Cocò,restaurant,italian,Roma,,,,
roma,Il Fiorentino,restaurant,italian,"Via del Pigneto 87, 00176 Roma",,,,
roma,Pizzeria al Pigneto,restaurant,italian,"Via del Pigneto 171, 00176 Roma",+39 06 2752931,,,
roma,Sant'Alberto,restaurant,italian;pizza,Roma,,https://www.santalbertopizzeria.com,,
roma,Da Natalino,restaurant,italian,"Via Gaetano Butera , 00128 Roma",,,,
roma,Sora Pia,restaurant,italian,Roma,,,,
roma,Masandro,restaurant,pizza;regional,"Via Orazio Antinori 3-5, 00153 Roma",+39 06 5741386,,,
roma,Ciak si Mangia!,restaurant,italian,Roma,,,,
roma,Da Dante - Trattoria,restaurant,italian,Roma,+39 06 3751 5537,,,
roma,Allo sbarco di Enea,restaurant,,"Viale dei Romagnoli 675,  Roma",,,,
roma,Il monumento,restaurant,italian,Roma,,,,
roma,Arianna al Borghetto,restaurant,regional,"Via del Forno 11, 00119 Roma",,,,
roma,Pizzeria Piero,restaurant,pizza,Roma,,,,
roma,Lo zio Frankie,restaurant,,Roma,,,,
roma,Il facocchio,restaurant,italian;pizza,Roma,,,,
roma,Dal Zabà,restaurant,,Roma,+39 06 9453 7007,,,
roma,Panizzeri,restaurant,,Roma,,,,
roma,Spacca Napoli,restaurant,pizza,"Via Eurialo 10/d, 00181 Roma",,,,
roma,Zi Umberto,restaurant,italian,"Piazza di San Giovanni della Malva 11, 00153 Roma",,,,
roma,Nuova Città,restaurant,chinese,"Viale Furio Camillo 72, 00181 Roma",+39 06 7803578,,,
roma,Capperi!,restaurant,italian,"Via Damiano Chiesa 10,  Roma",,,,
roma,Jinjà,restaurant,chinese;japanese,"Circonvallazione Trionfale 59, 00195 Roma",+39 06 39720861,,,
roma,Casale del Fiscale,restaurant,regional,Roma,,,,
roma,Trattoriola - Bioristoro,restaurant,italian,"Via Carlo Giuseppe Bertero 13, 00156 Roma",,https://www.csalatorre.net/,,
roma,La Veranda,restaurant,italian,"Via Appia Nuova 326, 00181 Roma",+39 06 8865 4266,,,
roma,I Cavalieri,restaurant,steak_house;italian;italian_pizza;pizza;fish;pasta,"Via Monte Giberto 155, 00138 Roma",+39 06 8809790,,,
roma,Ristorante Piperno,restaurant,jewish;italian,"Monte de' Cenci 9, 00186 Roma",,,,
roma,Ba' Ghetto Milky,restaurant,jewish;italian,"Via del Portico d'Ottavia 2,  Roma",,,,
roma,Ba'Ghetto,restaurant,jewish-italian,"Via del Portico d'Ottavia 57, 00186 Roma",+39 06 68892868,http://www.kosherinrome.it,baghetto57@kosherinrome.it,
roma,San Marco,restaurant,,Roma,,,,
roma,Da Enzo,restaurant,italian,"Via dei Vascellari 29, 00153 Roma",+39065812260,,,
roma,L'Osteria Del Mare Da Masticabrodo,restaurant,italian,Roma,+39 06 41228097; +39 347 7835199,,,
roma,Buddha Restaurant,restaurant,asian,"Piazza Umberto Elia Terracini 10, 00144 Roma",+39 06 5917853,,,
roma,L'incanto marino,restaurant,,"Via Alessandro de Stefani 10/24, 00137 Roma",+39 06 86801477,https://www.ristorantelincantomarino.com/,,
roma,L'archetto di Cavour,restaurant,,"Via Cavour 195, 00184 Roma",+39 06 4824888,,,
roma,L'orientale,restaurant,asian,"Via Calatafimi 25, 00185 Roma",+39 06 94367384,,,
roma,Caesar Pizza,restaurant,italian,Roma,,,,
roma,Gusto,restaurant,latin_american;pizza,"Via Calatafimi 11, 00185 Roma",+39 388 6438663,,,
roma,Pizzeria L'Economica,restaurant,pizza,"Via Tiburtina 44/46, 00185 Roma",,,,
roma,Hostaria da Gasparone,restaurant,,"Via in Arcione 91, 00186 Roma",+39 06 6794537,,,
roma,Forno Boccione,restaurant,,"Via del Portico d'Ottavia 1, 00186 Roma",+39066878637,,,
