citta,nome,amenity,cuisine,indirizzo,telefono,sito,email_osm,email_sito
torino,Cooperativa Agricola Il Frutto Permesso,restaurant,regional,Torino,,,,
torino,Drago Verde,restaurant,regional,"Via Sambuy 100, 10026 Santena",,,,
torino,La Tana dell'Orsa,restaurant,,Torino,,,,
torino,Au chat qui rit,restaurant,italian,Torino,,,,
torino,Cico,restaurant,pizza,Torino,,,,
torino,Antica Zecca,restaurant,,"Via della Zecca 9, 10072 Caselle Torinese",,,,
torino,Bar-Ristorante Bellevue,restaurant,,Torino,,,,
torino,La Madia,restaurant,,Torino,,,,
torino,Boeuf Soleil,restaurant,,Torino,,,,
torino,Chalet sul Lago,restaurant,,Torino,,,,
torino,Bottega Mia,restaurant,italian,Torino,,https://www.facebook.com/bottegamia/,bottegamiatorino@gmail.com,
torino,Sapore di Mare,restaurant,italian,Torino,,,,
torino,Cascina Marcellina,restaurant,,"Via Camposanto 11, 10080 Cintano",+39 0124 699 879,http://www.cascinamarcellina.it/,info@cascinamarcellina.it,
torino,Ristorante Pizzeria Mirò,restaurant,pizza,"Strada Settimo 154, 10156 Torino",+39 011 2731033,http://www.ristorantemirotorino.com/,mirotorino@libero.it,
torino,Il nuovo biellese,restaurant,pizza,Torino,,,,
torino,Tassobarbasso,restaurant,,"Corso Lombardia 75, 10099 San Mauro Torinese",+39 011 2731933,http://www.ristorantetassobarbasso.com,tassobarbasso@vodafone.it,
torino,Bar ristorante Pescarito,restaurant,,"Corso Lombardia 14,  Torino",,,,
torino,Mar Rosso,restaurant,african,Torino,+39 347 1439202,https://www.marrossotorino.com/,info@marrossotorino.com,
torino,Panzerotti & Co,restaurant,italian,Torino,,,,
torino,Il solito Posto,restaurant,italian,Torino,,,,
torino,La locanda della mandria,restaurant,,Torino,+39 011 4993324,https://www.lalocandadellamandria.it/,locandadellamandria@gmail.com,
torino,Ristorante Bar La Baita,restaurant,,Torino,,,,
torino,Duca Centodue,restaurant,italian,"Corso Duca degli Abruzzi 102, 10129 Torino",+39 011 5817273,http://www.ducacentodue.net/,info@ducacentodue.net,
torino,"Ristorante ""Il corniolo""",restaurant,italian,"Via Nazionale 69, 10060 Torino",,,,
torino,Peynett,restaurant,italian,"Strada Vecchio Mulino 27, 10012 Bollengo",+39 0125  579079,,peynett@gmail.com,
torino,Pizzeria Vittoria,restaurant,pizza,Torino,,,,
torino,Il Cappello Verde,restaurant,pizza,"Corso Torino 43, 10019 Strambino",+39 0125639007,,,
torino,Trattoria l'Alternativa,restaurant,italian,"Via Errico Giachino 60, 10149 Torino",,,,
torino,Pulled Factory,restaurant,barbecue,Torino,+39 392 646 0022,https://www.pulledfactory.it,,
torino,110 & Pizza,restaurant,italian;pizza,Torino,+39 0117710031; +39 3284280646,,,
torino,Catullo - Ristorante Pizzeria,restaurant,pizza;international;seafood;steak_house,"Corso Moncalieri 176, 10133 Torino",+39 011 6618336,https://www.ristorantecatullo.com/,info@ristorantecatullo.com,
torino,ski lodge,restaurant,regional,Torino,,,,
torino,Ristorante Blu Marino,restaurant,fish,Torino,+39 011 3049777,,,
torino,Cascina Duc,restaurant,regional,Torino,+39 0113149929,https://www.cascinaduc.it/,,
torino,Ristorante Società Prascorsano,restaurant,italian,Torino,+39 0124 698135,www.ristorantesocietaprascorsano.it,sdm_prascorsano@yahoo.it,
torino,Ristorante Pizzeria Alberoni,restaurant,italian;pizza,"Corso Moncalieri 288, 10100 Torino",+39 011 6615433,https://www.alberonipizzeria.it/,contatti@alberonipizzeria.it,
torino,Trattoria Il Tempo Ritrovato,restaurant,italian,Torino,,,,
torino,All'Oca di Pulcinella,restaurant,pizza,"Corso Giovanni Agnelli 2, 10137 Torino",+39 011 393751,,,
torino,Il covo della taranta,restaurant,regional,"Via Bernardino Galliari 14, 10125 Torino",+39 011 4270532,,,
torino,La posada,restaurant,mexican,Torino,,,,
torino,Pizzeria Dessi,restaurant,pizza,"Via Madama Cristina 63e,  Torino",+39 011 6687138,,,
torino,El puerto peruano,restaurant,peruvian,Torino,,,,
torino,Alma Latina,restaurant,mexican,Torino,,,,
torino,Molo 16,restaurant,fish,Torino,,,,
torino,Piola del borgo,restaurant,italian,Torino,,,,
torino,Saletta,restaurant,,Torino,,,,
torino,Taverna rossa,restaurant,pizza,"Via Valperga Caluso 22,  Torino",,,,
torino,Alba,restaurant,,Torino,,,,
torino,La locanda del sorriso,restaurant,,"Via Saluzzo 6, 10127 Torino",+39 011 6596142,http://www.lalocandadelsorriso.it,,
torino,Tuttofabrodo,restaurant,asian;ramen,"Via San Pio V 10, 10125 Torino",,https://tuttofabrodo.eu,,
torino,Ristorante argentino,restaurant,,Torino,,,,
torino,Sakura,restaurant,japanese,"Via Goito 4, 10125 Torino",+39 011 19716704,http://www.ristorantesakura.net/,,
torino,UAO,restaurant,,"Via Sant'Anselmo 13, 10125 Torino",,,,
torino,Trattoria da Felice,restaurant,,"Via Saluzzo 5, 10125 Torino",+39 011 6505430,,,
torino,Due mondi,restaurant,,"Via San Pio V 3, 10125 Torino",+39 011 6692056,http://www.duemondiristorante.com,,
torino,Giusti,restaurant,italian,"Via Principe Tommaso 17, 10125 Torino",,,,
torino,Trattoria Venere,restaurant,,Torino,,,,
torino,Eataly Lagrange,restaurant,italian,"Via Giuseppe Luigi Lagrange 3, 10123 Torino",+39 011 0373221,https://www.eataly.net/it_it/negozi/torino-lagrange/,lagrange@eataly.it,
torino,Al Girasol,restaurant,,"Via Roma 8, 10010 Barone Canavese",+39 011 9898565,http://algirasol.com/,,
torino,Dong Hua,restaurant,chinese;pizza,"Strada Torino 13, 10043 Orbassano",,,,
torino,Casa del Re,restaurant,chinese;pizza,Torino,,,,
torino,Da Fabione,restaurant,pizza;regional;italian,"Strada Rivalta 35, 10043 Orbassano",+39 011 9032635,https://www.dafabionetrattoriapizzeria.it/,,
torino,Cascina Gorgia,restaurant,regional,"Strada Stupinigi 80, 10043 Orbassano",+39 011 900 2384; +39 339 590 9665,http://www.cascina-gorgia.it/,agriturismo@cascina-gorgia.it,
torino,Semplice,restaurant,,Torino,,,,
torino,La Pace,restaurant,,Torino,,,,
torino,Tapp One,restaurant,,"Via dei Cacciatori 1, 10060 Pragelato",+39 339 316 0220,,,
torino,Lago Just Blu,restaurant,,"Strada della Rossa 1,  Bollengo",,,,
torino,Ristotante Lambretta,restaurant,regional,Torino,,,,
torino,Pizzeria Papillon,restaurant,italian,"viale Pineta 4,  Torino",+ 39 0122 832771,https://it-it.facebook.com/Pizzeria-Papillon-Beaulard-255252384593464/,,
torino,Gran Bosco Bistro,restaurant,italian,"Strada Statale 24 del Monginevro , 10050 Salbertrand",+39 3517787980,https://www.campinggranbosco.it/ristorante-e-bar,,
torino,La Badessa,restaurant,italian,"17, 10123 Torino",+39 011 835940,https://www.labadessa.net/,,
torino,Sashimi,restaurant,,"Corso Casale 127,  Torino",,,,
torino,L'angolo partenopeo,restaurant,italian;pizza,Torino,,,,
torino,La Terrazza di Tommasiello,restaurant,pizza,Torino,,,,
torino,Cocco Brillo,restaurant,pizza,Torino,,,,
torino,Zi' Teresa,restaurant,,Torino,,,,
torino,Nuovo Drago Fenice,restaurant,chinese,"Corso Carlo e Nello Rosselli 86, 10129 Torino",+39 011 593191,,,
torino,Trattoria del Ramo Verde,restaurant,,"Via Torino 42, 10010 Carema",+39 0125 811327,,,
torino,Pizzeria Il Dollaro,restaurant,,Torino,,,,
torino,Il Bergamotto,restaurant,italian;pizza;regional,"Piazza dell'Annunziata 7, 10078 Venaria Reale",+39 011 4598931,http://www.ristoranteilbergamotto.it,,
torino,Il Convito della Venaria,restaurant,regional,Torino,,,,
torino,"Pizzeria ""Lo scoglio""",restaurant,italian;pizza,Torino,+39 011 408 1203,,,
torino,Il Quadr'ovale,restaurant,italian;pizza;regional,"Piazza dell'Annunziata 2, 10078 Venaria Reale",,,,
torino,Locanda Assietta,restaurant,regional,"Piazza Olimpiadi Invernali 2006 , 10050 Chiomonte",,,,
torino,La Nuova Cernaia,restaurant,italian;pizza,"Piazza dell'Annunziata 12, 10078 Venaria Reale",,,,
torino,Osteria al Cantun,restaurant,italian;pizza;regional,"Piazza dell'Annunziata 6, 10078 Venaria Reale",+39 011 496595,https://ristoranteosterialcantun.it/,,
torino,Solativo Vinosteria,restaurant,,"Piazza Nuovo Quartiere Vittorio Emanuele 1, 10015 Ivrea",+39 0125 644548,,,
torino,Trattoria Piani,restaurant,italian;regional,Torino,+39 0121 500760,,,
torino,Yang,restaurant,chinese,Torino,,,,
torino,Old Building Pub Pizzeria,restaurant,pizza;pub,"Piazza Vincenzo Caselli 4, 10023 Chieri",,,,
torino,La Cantina del Convento,restaurant,italian,"Via Broglia 13, 10023 Chieri",,,,
torino,L'Òsto dël Tòrcc,restaurant,,"Corso Vittorio Emanuele 58, 10020 Andezeno",+39 011 9434113,,,
torino,Pizzeria Ristorante,restaurant,pizza,Torino,,,,
torino,Happy Days,restaurant,pizza,Torino,,,,
torino,Valli di Lanzo,restaurant,regional,"Via Roma 11, 10070 Torino",,,,
torino,Albergo Ceres S.n.c.,restaurant,italian,"Via Ala 1, 10070 Torino",,,,
torino,Pizza d'asporto,restaurant,pizza,Torino,,,,
torino,Stazione,restaurant,,Torino,,,,
torino,Nuovo Look,restaurant,regional,Torino,,,,
torino,Albergo del Centro,restaurant,,Torino,,,,
torino,Osteria degli Amici,restaurant,,Torino,,,,
torino,Ristorante Cantoira,restaurant,regional,Torino,,,,
torino,La Mandragola,restaurant,,"Via 25 Aprile 1945 20, 10050 Chianocco",,http://www.ristorantelamandragola.com/,,
torino,New college s.n.c.,restaurant,italian,"Via Andrea Vochieri 4b,  Torino",+39 011 4476093,,,
torino,Moreno Spazio,restaurant,,Torino,,,,
torino,Pizzeria Fratelli Roselli,restaurant,pizza;italian,Torino,+39 011 3828727,https://www.pizzeriafratelliroselli.it/,,
torino,Nord Ovest,restaurant,chinese;pizza,"Via Carolina Spanna 8, 10095 Grugliasco",,,,
torino,Ristorante Freidour,restaurant,italian,"37, 10040 Cumiana",+39 011 9050844,http://www.freidour.it/,freidour@gmail.com,
torino,Trattoria Martin,restaurant,,Torino,,,,
torino,La Gustosa,restaurant,pizza,Torino,,,,
torino,La Primavera,restaurant,chinese,Torino,,,,
torino,Margarita's,restaurant,italian,Torino,,,,
torino,Ottima scelta da Jerry,restaurant,pizza;regional,"Via Matteotti 18, 10066 Torre Pellice",+39 3338613355,,,
torino,Brasserie Free Time,restaurant,,"Via Caduti per la Libertà 7,  Torino",,,,
torino,Il Bistro,restaurant,italian,"Via Gramsci 26, 10066 Torino",+39 0121 91888,,,
torino,Ombre & figli,restaurant,pizza,Torino,,,,
torino,La yogurteria,restaurant,ice_cream,"Via Luigi Cibrario 92a, 10143 Torino",,https://www.layogurteria.it/it/galleria/torino.html,,
torino,Ristorante Lago Grande - Pub Bel Sugnè,restaurant,italian;italian_pizza,"Corso Laghi 296, 10051 Torino",,https://ristorantelagograndepubbelsugne.eatbu.com/?lang=it,,
torino,Al faro,restaurant,pizza,"Via Siccardi 3, 10015 Ivrea",+39 0125 641229,,,
torino,Ristorante Cantine Morbelli,restaurant,italian,"Via Dora Baltea 20a, 10015 Ivrea",+39 0125 641675,https://www.morbelli.it/it/home.html,info@morbelli.it,
torino,Ristorante Pizzeria La Lucciola,restaurant,pizza,"Vicolo Cantarana 12, 10015 Ivrea",+39 0125 49696,https://www.ristorantepizzerialalucciola.it,,
torino,Ristorante Bacco,restaurant,,Torino,,,,
torino,Trattoria Moderna - Il Simposio,restaurant,italian,"Via Circonvallazione 4f, 10010 Banchette",+39 0125 610210,http://www.trattoriamodernailsimposio.it/,info@trattoriamodernailsimposio.it,
torino,Pizzeria Marechiaro,restaurant,,"Corso Giuseppe Garibaldi 27, 10015 Torino",,,,
torino,Sale e Pepe,restaurant,pizza,"Piazza Gino Pistoni 27, 10015 Ivrea",+39 0125 425 769,,,
torino,Pizzeria Vecchia Posta,restaurant,pizza,"Via Torino 529, 10015 Torino",,,,
torino,Al Vecchio Piemonte,restaurant,pizza,"Via della Repubblica 13, 10066 Torre Pellice",,,,
torino,Ristorante Aquila Antica,restaurant,regional,"Via Guido Gozzano 37, 10015 Ivrea",+39 0125 641364,http://aquilaantica.it/,,
torino,Pomo d'Oro,restaurant,italian,"Piazza Roma , 10060 Angrogna",,,,
torino,La Rava e la Fava,restaurant,,"Corso Vercelli 50, 10015 Ivrea",,,,
torino,Ristorante Cavour,restaurant,seafood,"Via Cascinette 42, 10015 Ivrea",+39 0125 76199,,inforistorantecavour@libero.it,
torino,Kokoro,restaurant,japanese,Torino,,,,
torino,Pizzeria da Romano,restaurant,pizza,"Via Circonvallazione 5, 10015 Ivrea",+39 0125 641319,,,
torino,Le Petit Restaurant Japonaise,restaurant,japanese,"Piazza Conte Rosso 34, 10051 Avigliana",+393409624553,lepetitrestaurantjaponaise.com,,
torino,Ristorante San Michele,restaurant,regional;italian;gourmet,10051 Avigliana,+39 011 9341818,https://sanmicheleristorante.it/index.php/it-it/,,
torino,Trattoria Bar Val Servin,restaurant,regional;pizza,"76, 10070 Balme",+39 0123 820067; +39 0123 820007,,dematteisbruno@libero.it,
torino,El Chico Loco,restaurant,italian,Borgaro Torinese,,,,
torino,Ristorante La Perla,restaurant,,Torino,,,,
torino,Oui Baguette,restaurant,kebab,"Via Borgosesia 88, 10145 Torino",+39 011 0262040,,ouibaguette.torino@gmail.com,
torino,The Joker,restaurant,pizza,"Via delle Spine 17, 10073 Ciriè",,https://www.menudigitale.io/ntwyt,thejokercirie@gmail.com,
torino,Al monte,restaurant,,Torino,,,,
torino,Hostaria 1898,restaurant,regional,"Via Nazionale 20, 10060 Pragelato",+39 012278789,http://www.hostariarenzo1898.com/,,
torino,Randez-Vous,restaurant,pizza,Torino,,,,
torino,La terrazza,restaurant,pizza,Torino,,,,
torino,Xing Du,restaurant,chinese,Torino,,,,
torino,Kaisen,restaurant,sushi;chinese,"Strada del Drosso 33/7, 10135 Torino",+39 331 839 1698,https://kaisentorino.com,,
torino,Old Wild West,restaurant,american,Torino,+39 011 6896002,www.oldwildwest.it,,
torino,Rossopomodoro,restaurant,pizza;seafood,Torino,+39 011 6811081,https://www.facebook.com/pages/Rossopomodoro-Moncalieri/462074887238763,,
torino,Wok Royal,restaurant,chinese;asian,Torino,+39 011 6811188,,,
torino,Il Nilo,restaurant,kebab,Torino,,,,
torino,3K,restaurant,steak_house,Torino,,,,
torino,El Cit,restaurant,pizza,Torino,,,,
torino,Ristorante Cinese La Muraglia,restaurant,chinese,"Via Cardinale Richelmy 8, 10015 Ivrea",+39 0125 617715,http://www.lamuragliacinese.com,,
torino,Hosteria 7 Ponti,restaurant,regional,Torino,,,,
torino,Foresteria Massello,restaurant,,"via Molino 4, 10060 Massello",+39 0121 808678,http://www.foresteriamassello.com/,lory@foresteriamassello.it,
torino,Cacciatori,restaurant,,Torino,,,,
torino,Il Rustico,restaurant,pizza,Torino,,,,
torino,Trattoria dell'Isola,restaurant,,Torino,,,,
torino,Pizzeria Il Quadrifoglio,restaurant,pizza,Torino,,,,
torino,Autogrill,restaurant,italian;regional,Torino,,,,
torino,Il Granchio,restaurant,,Torino,,,,
torino,Crazy Pizza,restaurant,pizza,Torino,,,,
torino,Oggi Pizza,restaurant,pizza,Torino,,,,
torino,West End,restaurant,steak_house,Torino,,,,
torino,Malgrà Vinosteria,restaurant,regional,Torino,,,,
torino,Pizzeria Mergellina,restaurant,pizza,"Via Torino 68, 10015 Ivrea",,,,
torino,Ristorante La Maiola,restaurant,italian,"Via Nazionale , 10010 Torino",,http://www.ristorantelamaiola.it,,
torino,Squisipizza,restaurant,pizza,Torino,,,,
torino,La Mandragola pizza da asporto,restaurant,,Torino,,,,
torino,Pizza OK,restaurant,pizza,Torino,,,,
torino,Cibo Container,restaurant,,"Corso Guglielmo Marconi 33 B, 10125 Torino",,,,
torino,La Regia Sartoria,restaurant,italian,Torino,,,,
torino,La Caravella,restaurant,pizza,Torino,+39 011 8305105,https://www.pizzeriatorino.it/,,
torino,Tokyo Zen,restaurant,japanese,"Via Giuseppe Mazzini 38f, 10123 Torino",+393396562399,https://tokyo-zen.business.site/?m=true,,
torino,Ristorante take away sushi Jin Yuan,restaurant,chinese;japanese;sushi;italian,"Via Venti Settembre 74,  Torino",+393667167356,,,
torino,Du Cheng,restaurant,chinese,"Via Venti Settembre 62, 10121 Torino",+39 011 537375,,,
torino,Trattoria da Ale,restaurant,italian,"Piazza Corpus Domini 17, 10122 Torino",+39 011 19839377,,,
torino,Caffè Università,restaurant,,"Via Madama Cristina 34f, 10126 Torino",+39 011 6696487,,,
torino,Il Rospetto,restaurant,pizza,"Piazza Madama Cristina 5, 10125 Torino",+39 0116698221,,,
torino,La Fermata,restaurant,pizza,"Via Giuseppe Mazzini 6, 10123 Torino",,www.lafermata.eu,,
torino,Ristorante Ratatui,restaurant,regional,Torino,+39 011 7716771,https://www.ristoranteratatui.com/,,
torino,Nennè pizza lovers,restaurant,pizza,"Via Pio VII 19, 10134 Torino",,,,
torino,Cammafà,restaurant,pizza,"Piazza Galimberti 23c, 10134 Torino",+39 011 3017328,https://www.pizzeriacammafa.it/,,
torino,CH4 Sporting Club,restaurant,italian,"Via Trofarello 10, 10127 Torino",+39 010 678366,https://www.ch4sportingclub.it/,,
torino,Ristorante del Cambio,restaurant,italian,"2, 10123 Torino",+39 011 546690,http://www.ristorantedelcambio.it,,
torino,Dal Doc,restaurant,pizza,"Piazza Castelvecchio 17, 10060 Bricherasio",+39 34 8296 8337,,,
torino,Mangiaebevi,restaurant,italian,"Via Paolo Veronese ,  Torino",,,,
torino,Locanda dei Templari,restaurant,regional,Torino,+39 0124 490002,http://www.locandadeitemplari.com/,,
torino,Pizze & Cozze,restaurant,pizza;pasta,"Via Nizza 69, 10125 Torino",,https://www.pizzeecozze.it,,
torino,Magno,restaurant,italian,"Via Andrea Doria 4, 10123 Torino",+39 011 18754460,https://magnopizzagourmet.it/,,
torino,Baita dei 7 nani,restaurant,pizza;farinata,"Via Andrea Doria 5, 10123 Torino",+39 011 535812,https://www.pizzeria7nani.it/,,
torino,Cantine Barbaroux,restaurant,regional,"Via Giuseppe Barbaroux 13, 10122 Torino",+39 011 535412,https://cantinebarbaroux.it/,,
torino,Antica trattoria del Valentino,restaurant,regional,Torino,,,,
torino,Trattoria Santa Lucia,restaurant,,Torino,,,,
torino,Soup&Go,restaurant,soup,Torino,+39 011 19887604,,,
torino,Pizzeria Vicoli Vesuviani,restaurant,italian_pizza,"Via Francesco Cigna 56, 10152 Torino",,,,
torino,Mensa Ansaldo STS,restaurant,italian,Torino,,,,
torino,Osteria San Bernardo,restaurant,italian,Torino,,,,
torino,Pizza Fiorì,restaurant,pizza,"Via Fenestrelle , 10040 Rivalta di Torino",+39 011 9005700,,,
torino,Macherè,restaurant,regional,"Via Duchessa Jolanda 8,  Torino",,,,
torino,Tommy e Terry,restaurant,,"Via Achille Grandi 5, 10095 Torino",,,,
torino,Foglia d'Acero,restaurant,chinese,"Corso Francia 407,  Torino",,,,
torino,Il cartoccio 2,restaurant,italian,"Via Pinerolo 10, 10061 Cavour",+39 0121 69265,,,
torino,Ristorante Sabaudia,restaurant,italian,Torino,,,,
torino,Quadrilatero Romano,restaurant,regional,"Via delle Orfane 25b, 10122 Torino",,,,
torino,La Paella,restaurant,spanish,"Via Stradella 197 H, 10142 Torino",,https://www.lapaella.it/,,
torino,Ristorante Bistrò,restaurant,italian,"Via San Carlo 141, 10019 Strambino",+39 0125 711541,,,
torino,Ristorante C'era Una Volta,restaurant,italian,"Via Carlo Botta 45, 10019 Strambino",+39 0125 711232,,,
torino,Trattoria San Martin di Bruno Luca,restaurant,italian,"Via San Martino 19/1, 10010 Settimo Rottaro",+39 0125 720 110,https://www.trattoriasanmartin.it/,info@trattoriasanmartin.it,
torino,Asia,restaurant,italian;chinese;pizza,"Via Samone 15, 10010 Banchette",+39 0125 613303,,,
torino,Caprizzia,restaurant,pizza,Torino,,,,
torino,Pizzium,restaurant,pizza,Torino,,,,
torino,Antica pizzeria da Michele,restaurant,pizza,"Via San Quintino 2,  Torino",,,,
torino,Sushisound,restaurant,japanese,"Via Alessandro Volta 8e,  Torino",,,,
torino,'O Marechiaro,restaurant,pizza;fish;italian,"Via Melchiorre Gioia 8,  Torino",,,,
torino,Ramen,restaurant,ramen;japanese,"Via Melchiorre Gioia 11a, 10121 Torino",,,,
torino,Hao Gourmet,restaurant,chinese,Torino,,,,
torino,"Ristorante Pastificio ""Il Granaio""",restaurant,,Torino,,,,
torino,Ramen Fusion,restaurant,japanese;ramen,"Via Vittorio Alfieri 20, 10121 Torino",,,,
torino,Mucca Pazza,restaurant,,Torino,,,,
torino,Bar ristorante la Torre,restaurant,italian,"Via Giacomo Bosso 12, 10010 Parella",+39 0125 669047,,,
torino,Ristorante del Monte,restaurant,regional,"Via Torino 7/11, 10010 Colleretto Giacosa",+39 0125 76426,http://www.ristorantedelmonte.com,ristdelmonte@libero.it,
torino,Kombu,restaurant,japanese,Torino,,,,
torino,Agriturismo La Pautassa,restaurant,,Torino,,,,
torino,Caffeteria,restaurant,,Torino,,,,
torino,Pizzeria 101,restaurant,italian,Torino,,,,
torino,Consorzio,restaurant,italian,Torino,,,,
torino,Antica bruschetteria Pautasso,restaurant,regional,"Piazza Emanuele Filiberto 4, 10122 Torino",,http://pautasso.marachellagruppo.it,,
torino,Connubio,restaurant,,"Corso Carlo e Nello Rosselli 54, 10129 Torino",,,,
torino,Il Circolo dei Lettori,restaurant,,"Via Giambattista Bogino 9, 10123 Torino",,https://www.circololettori.it/ristorante/,,
torino,Trattoria Spirito Santo,restaurant,fish,"Largo Quattro Marzo 11, 10122 Torino",+39 011 4360877,http://www.trattoriaspiritosanto.com,,
torino,Osto' d San Roch,restaurant,regional,"Via Amaretti 28, 10046 Poirino",,,,
torino,Pizzeria Ristorante Trau Brusa,restaurant,pizza;italian,"Corso Fiume 79 bis, 10046 Poirino",,https://www.pizzeriatraubrusa.it/,,
torino,Ristorante Pizzeria Il Nilo Da Mimmo,restaurant,,"Via Forte Antico 4, 10046 Poirino",,,,
torino,Albergo Belvedere,restaurant,italian,"Via Argueil 1, 10050 Frazione Frais - Chiomonte",+39 0122 655226,,,
torino,Ristorante Pizzeria Aquila,restaurant,,Torino,,,,
torino,Ristorante delle Alpi,restaurant,,Torino,+39 0122 38119,www.ristorantedellealpi.eu,,
torino,Alle Lavagne,restaurant,regional,"Corso Giovanni Agnelli 56 B,  Torino",+39 011 323823,https://www.trattoriaallelavagne.it/,,
torino,Cafe Accorsi Palace,restaurant,,Torino,,,,
torino,Pizza and Fish,restaurant,,Torino,,,,
torino,Last Tango,restaurant,,Torino,,,,
torino,Club Colombiere,restaurant,,Torino,,,,
torino,Il Barbasel,restaurant,,Torino,,,,
torino,Mamma Lia,restaurant,,Torino,,,,
torino,Pizzeria Forno Baby,restaurant,,Torino,,,,
torino,La Baita,restaurant,,Torino,,,,
torino,Pinky,restaurant,,Torino,,,,
torino,Ristorante Susa & Stazione,restaurant,regional;italian,"Corso Stati Uniti 4, 10059 Susa",+39 0122 622226,http://www.ristorantesusastazione.it,info@ristorantesusastazione.it,
torino,Du Cesari Santa Rita,restaurant,italian,"Via Giovanni Spano 16,  Torino",,,,
torino,PizzaMania,restaurant,pizza,"Via Dante Di Nanni 6a,  Torino",,,,
torino,Kreuzberg,restaurant,,"Piazza San Donato 1, 10064 Pinerolo",+39 348 5689836,http://www.kreuzbergtrattobar.eu/,,
torino,SottoSopra,restaurant,italian,"Piazza Clemente Corte 1, 10067 Vigone",+39 011 9802046; +39 388 7562471,http://www.sottosoprarestaurant.com/,,
torino,Zia Rosa,restaurant,pizza,"Borgata Gran Borgata 52a, 10053 Bussoleno",+39 0122 641102,,,
torino,...dal Falabràch,restaurant,,"Via Caprera 17, 10137 Torino",+39 388 9365956,,,
torino,Al Castello,restaurant,pizza,Torino,,,,
